exercise_feature_0,exercise_feature_1,exercise_feature_2,exercise_feature_3,exercise_feature_4,exercise_feature_5,exercise_feature_6,exercise_feature_7,exercise_feature_8,exercise_feature_9,exercise_feature_10,exercise_feature_11,exercise_feature_12,exercise_feature_13,exercise_feature_14,exercise_feature_15,exercise_feature_16,exercise_feature_17,exercise_feature_18,exercise_feature_19,exercise_feature_20,exercise_feature_21,exercise_feature_22,exercise_feature_23,exercise_feature_24,exercise_feature_25,exercise_feature_26,exercise_feature_27,exercise_feature_28,exercise_feature_29,exercise_feature_30,exercise_feature_31,exercise_feature_32,exercise_feature_33,exercise_feature_34,exercise_feature_35,label
0.20422153703094417,0.451451294019207,0.2044952779021149,0.4177427311969282,0.21337974498499523,0.4143592056772824,0.19869079590587832,0.2996229835727119,0.20967913975295685,0.3488929854679284,0.1093281322532771,-0.21929039645480752,0.10559169513464071,-0.15952177673105786,0.06998711049218008,-0.14192805061707978,0.07614574709963402,0.08867817847140462,-0.15614481095944335,-1.1259186278413138,0.15614481095944335,1.1259186278413138,-0.011632678412993978,-0.33100127037938654,-0.0016355736646661728,-0.1219911944838045,-0.0777833947710094,-0.40660031671470204,-0.07403180707208891,-0.3429371100237253,1.1892622771597965,-0.0354192232623703,-1.6691952149163083,-1.6627324133002233,0.7709076440219734,0.6953033286175071,pushup
-0.13948423547140368,0.2392368954996979,-0.1444378840904464,0.25007169164610255,-0.14421083194871526,0.25641165283660594,-0.13617053976206084,0.28127860419970463,-0.15757609428604857,0.2794277238754992,-0.057403047108627356,0.07156659826911796,-0.08831588338024494,0.015427407132083874,-0.041111743253922646,-0.0656804611257525,-0.07373821946575314,-0.1008528628004823,-0.14618997095909908,-0.018007947655740843,0.14618997095909908,0.018007947655740843,0.26280778653865683,-0.27740024483478515,0.2620936422783651,-0.2326503788969765,0.24669607168074795,-0.35068347149396295,0.23851186217082954,-0.38027479541222564,-0.7586570524099168,-0.3052962794736906,1.0026816091583475,0.8664126579743175,-0.8700453780252886,-0.16556926635809022,pushup
-0.5378249034715916,-0.6710523632738774,-0.5177302058382822,-0.6572140230906592,-0.5363157411305914,-0.6279526005417515,-0.543516332956778,-0.5126421553348356,-0.5553136206671107,-0.48444998297079594,-0.7184611474003255,-0.3615959884112181,-0.6870903544483136,-0.31691355014077865,-0.7006059133848963,-0.28357915577979204,-0.6374969185390802,-0.3250327319832637,0.8131597024101292,0.44028706479104984,-0.8131597024101292,-0.44028706479104984,-0.34900858745615637,-0.43012713509813794,-0.29704537201591574,-0.5164592560848558,-0.03433822995427129,0.46892471658345464,-0.027137202544544964,0.3383005205594174,-1.5247364487386117,0.32075941985397144,0.48694727299168633,0.4290175486300886,-1.205630345520683,-1.280366048327232,squat
-0.6111288828819963,-1.049710678227676,-0.5882745887375092,-1.0217588614225135,-0.6060530643007428,-0.9831589854163639,-0.6130549065407648,-0.9293753688897632,-0.6201662848448583,-0.8954800473256888,-0.85737600557957,-0.6790142576308754,-0.7890688145338459,-0.6230379851460313,-0.8299511054133504,-0.5543984795836838,-0.7369754060718359,-0.617145003451235,1.0945179192692165,0.6125275913290146,-1.0945179192692165,-0.6125275913290146,-0.4615646068981959,-1.11982663096229,-0.39310943751464095,-1.1966435194674023,-0.07508532943907173,0.24344268341808867,-0.05868580310553912,0.035178227715895405,-1.3877674492917378,0.5456888032766478,0.3870691622449103,0.3727807699397548,-1.7742009710039648,-1.8013322028567336,squat
-0.14964338808538452,0.054003865577126685,-0.15401323273886816,0.07301752180829499,-0.15104794431407684,0.08451520292455589,-0.13982854336141853,0.08158148899073436,-0.15962133544690676,0.09307741790012489,-0.10145059438897243,-0.16667937875348512,-0.10944581289905791,-0.14638992412024038,-0.10482225544444698,-0.28421879801653777,-0.1080730279841753,-0.2853821924227911,0.2038998911906239,-0.03239230386506347,-0.2038998911906239,0.03239230386506347,0.2742172006625221,0.044297051287457506,0.23932361618655593,0.05196699166926776,0.2430930465410549,0.01215864248437322,0.222427917491549,0.01841202024815725,-0.7860802714214818,-0.1965844594889421,0.5850449943803415,0.4037496368703415,1.125651193842276,0.8383007739416767,squat
0.08210226193208457,0.17926065313563191,0.07487050961571717,0.17260577078909217,0.08211293347558794,0.17062878606365534,0.052410455684835745,0.18790929485374452,0.07390920016542113,0.1318420755606312,0.08377893857001671,0.1940689592687459,0.10085174134923178,0.06191137359376147,0.07345410845490799,0.2316115549523872,0.06097924602221796,0.19211946204711003,-0.4183305805205394,0.24851731699224802,0.4183305805205394,-0.24851731699224802,0.06688966756194653,0.033382239560416,0.07991283732861632,-0.037625600863331735,-0.006687320700541372,-0.20268805554563213,0.013735874522259495,-0.20636755904835977,0.5226727629832064,-0.13861727481945768,0.6925593327463357,0.7343904155553181,0.0013560997992912494,0.4480952546648923,plank
0.313614497491251,0.23397052185973555,0.32570641163007125,0.2395399768098848,0.32845239078834493,0.18087890482687227,0.3201360374660373,0.05253065920838123,0.3288035200837235,0.10091253915438528,0.20684265719496775,-0.10566526511453124,0.1970639432075371,0.004417094122657118,0.20696025586629993,0.13868102725316642,0.17325802946091648,0.34083216195046834,-0.031759147704494034,-0.8850158719315234,0.031759147704494034,0.8850158719315234,-0.085585235654271,-0.1063102153225976,-0.09273345563885786,0.019801263865686838,-0.1578993504370712,-0.25642910946777303,-0.1521453955505083,-0.1424800131326924,0.7505820246168969,0.047556010841605906,-0.6254152371657784,-0.2400074889809934,0.5854879362715949,0.816516145847139,pushup
0.2044077451090702,0.22466332759828372,0.1973951074655139,0.20986086728537134,0.20368369353293875,0.2046983173461762,0.1869020806299385,0.19338395275569126,0.20793060207576183,0.2421539447431091,0.2322217753623232,0.31432806850089523,0.24981999300453506,0.3245854217485159,0.2529417994178133,0.17453616299085647,0.25315028667944006,0.16826021446675324,-0.3215290061584211,-0.5237880737820506,0.3215290061584211,0.5237880737820506,-0.08362552865811435,-0.09842886878571017,-0.06078825069503301,0.0317384457684299,-0.1382197319685929,-0.27441312338602597,-0.11331438042773843,-0.23732851593233434,0.9129938381179399,-0.04412856375173263,-0.5090454042131177,-0.8431966238708191,0.4949413820266599,0.32337413814632376,plank
-0.14493916633805567,0.23852823474720686,-0.14976544979429898,0.24607088951310327,-0.14964622280899723,0.2553939217338033,-0.13624925352492923,0.27303516694119795,-0.15766125943147863,0.2708216598990551,-0.05796680553926749,0.06483544186697421,-0.08729793789468027,0.010025188289852365,-0.040113090786090426,-0.05902251304031279,-0.07385733257470878,-0.09403611347356038,-0.11473745376770797,-0.007622723975025862,0.11473745376770797,0.007622723975025862,0.2631429179327436,-0.26638001414919077,0.2633576766714469,-0.21626760360178815,0.23860978066929656,-0.3473207189502619,0.23782745788963353,-0.37369731409644064,-0.761771117016351,-0.30484400156887814,1.0989623913970468,0.9636766690136476,-1.729610230081661,-2.442936071942224,pushup
-0.28891611909639153,-0.13906927954607257,-0.28823657781540146,-0.1281981186823267,-0.2883052554289605,-0.11074524589684696,-0.2812812961478816,-0.10035133267605147,-0.284442008938067,-0.05955071886917264,-0.32077862615320135,-0.30122868885202403,-0.3055204278478258,-0.24650131817074364,-0.3106061632748656,-0.40669278629742,-0.2945475166527256,-0.3886277484358068,0.1581353119371591,0.08500679853191484,-0.1581353119371591,-0.08500679853191484,0.040366801212942886,-0.03031401326644754,0.06730465063439722,-0.08934450309977247,0.16968317463806384,0.17705673156705506,0.15787074759778932,0.1055364594483634,-1.3071465718543636,-0.05480042773443542,0.40787797517687396,0.3649274547833157,-0.36101216066340763,-0.5129954376978647,squat
0.09868765543154785,0.16519516382824176,0.09244057912740683,0.15867953965948772,0.0993143459480951,0.15410759302034555,0.06709875187137032,0.16272553065422213,0.09180740884619742,0.10752778666694368,0.09224698780089201,0.1688722364522823,0.1129453993150199,0.05488241144582146,0.08072169125421684,0.24458081548840724,0.07055553419059635,0.21377741399591338,-0.38385730479489355,0.4844008072311434,0.38385730479489355,-0.4844008072311434,0.05553415019385303,0.016141612612103798,0.06553704355006966,-0.04108062071009089,-0.02632841650415613,-0.20020817412369,-0.0070739252000109176,-0.20922735563561484,0.4936094478790904,-0.12244364552060014,0.6614311201917796,0.7152855477997441,0.22002326336506925,0.4209983221308721,plank
-0.14302332707374577,0.23433165401829403,-0.14759012992352152,0.24178133895443032,-0.14809604706232374,0.2509858416428279,-0.1358471181139452,0.2706744163975265,-0.15726696908006504,0.26798102191577694,-0.0571318551048764,0.07564598800811476,-0.08614169596045167,0.014002763977055297,-0.039941935568311514,-0.05234533522213858,-0.07363967527175241,-0.08886303173595794,-0.13479469316633544,0.009349269374847547,0.13479469316633544,-0.009349269374847547,0.26134877211193736,-0.26311418540772813,0.26406984250919163,-0.22191758367009587,0.23813988825226967,-0.3440885600264169,0.2389430197266811,-0.37301510028758733,-0.7528025496967522,-0.3024617383667152,1.0749176593957632,1.0163667886001726,-1.5442704509981133,0.4580401638369464,pushup
0.030963982554838523,0.2578957337262992,0.024094435940796025,0.25833244763561486,0.029834293086585358,0.2600626115869269,0.012983257963684066,0.2621993303849225,0.03545232570818192,0.31090015024702444,0.06889472691978113,0.16951450502613652,0.09727028608484084,0.17437998873247582,0.09644137712933984,0.032525474007966675,0.10195292118685266,0.014985500311804317,-0.5201143006307563,-0.6977211374252172,0.5201143006307563,0.6977211374252172,0.08516681223300662,-0.21994056070252926,0.10779543992498875,-0.09408321868068387,0.04322037344079389,-0.3236278851705097,0.06267270570270349,-0.3011502996477167,0.9315244614094641,-0.19325855339163153,-0.3518239461666498,-0.823056059787507,0.47676820592314695,0.4442167697082312,plank
-0.14628700540809086,0.2806337465112176,-0.15133970126030669,0.28867928578370744,-0.15040028757635285,0.29308578339490865,-0.13663726884892854,0.3011807282469018,-0.15792285592505576,0.3022543959229876,-0.05708452581000728,0.051570060496579126,-0.08953643251262342,0.005073990061739467,-0.04105700624106751,-0.08549081259665345,-0.07325497344575631,-0.11723376657793975,-0.12656535488984655,-0.023847109235278427,0.12656535488984655,0.023847109235278427,0.2714449432648467,-0.28573322927973877,0.2630710410840117,-0.2401438946771314,0.24802621138010025,-0.3596749707969585,0.23773118883311256,-0.3902418450732598,-0.7699114269553057,-0.3291025356496192,0.8231294891549157,0.5187818164623185,-1.1409974425404046,-2.480446053886113,pushup
-0.14359440671068188,0.2159103270864088,-0.148017986599155,0.22585000636922478,-0.14842001169386085,0.23582229519884737,-0.13627017589657273,0.2495928748897006,-0.15768512742997184,0.2471404192125506,-0.052520145379528246,0.02010715743220785,-0.09930013687289432,-0.027212907825728463,-0.0407043829817613,-0.13408195935438974,-0.08771352245803998,-0.1657884656961132,-0.07767765346283004,0.009151750040391989,0.07767765346283004,-0.009151750040391989,0.3035315101659428,-0.3246763167168181,0.22872152356675113,-0.2865286466137269,0.2514669155232668,-0.3078316748556102,0.22952467506746593,-0.33081911106222706,-0.7638949674832733,-0.2916508417270954,0.47272130346336,0.9766287040828592,-1.6055655354957539,-1.6124724125179755,squat
