feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,label
0.13760239306320324,0.407954565237758,0.12796790354232368,0.4058811826634438,0.13213370560348553,0.4125015151023488,0.2296278323803794,0.46183937759381205,0.1477009748296032,0.4428701951044972,0.28421967055567926,0.6009788860035521,0.1387759476052716,0.566195634870641,0.3824453877529044,0.8467771656499335,0.1225949467771688,0.8241498308091609,-0.32641493581863057,-0.16210309617158633,0.32641493581863057,0.16210309617158633,0.20575229203919304,-0.40383448117474796,0.29669094892189296,-0.2887567925446129,0.28148795277929417,-0.3992990331262767,0.1395626561043536,-0.3475885030034044,0.042762666708307466,-0.4298400724157104,1.23765983926665,0.9289582266785325,0.8100479220019998,0.7501954796566002,poor
-0.7592327207724375,-1.1785195359032206,-0.7273976511939618,-1.1524088483223451,-0.7670605106194194,-1.157901574837601,-0.7722605370590131,-1.284049218077791,-0.44403935796295024,-1.139980537860874,-0.45403314346673984,-0.8755820883380485,-0.16622220821966172,-0.7364543228555657,-0.6213891365357077,0.16757906668681363,-0.3881779522077605,0.18541435130742365,-1.489640480257883,-1.27537356508685,1.489640480257883,1.27537356508685,-0.492331469506642,1.2978912449913016,-0.05161165545389633,1.3418515533939936,-0.7495727974516587,1.2810170390546252,0.49053310708074016,1.3441124670379117,-0.4421791381413278,1.1342422760024244,0.5815755153311025,0.47274288545349763,0.5083137759525417,0.5203252064909328,poor
0.24227056873177522,0.2606024477435623,0.23935096260307703,0.26398291911524024,0.21464530114307223,0.2687263149363898,0.2429438004679269,0.2674129653941836,0.16010965202224148,0.2615207922777383,0.3240211737590053,-0.015190656987308893,0.02696058219483564,0.05809398686939061,0.2572504030473087,-0.5445793867020585,0.13420527679039618,-0.4727838320973353,0.12301819809644288,-0.13653960583394573,-0.12301819809644288,0.13653960583394573,0.3415988266154736,-0.18234488199651658,0.037532029408678516,-0.13928200904185603,0.44178019107874106,-0.2097322287244132,-0.2965818857380457,-0.3297893323822901,0.1021309353615672,-0.28976591561163595,-2.5401853453646743,-2.911945127053503,0.672544378235588,0.5021724524529708,excellent
0.2592183108538603,0.2335571213814466,0.25731568480919276,0.24535112093495975,0.227727915106533,0.2441270545305375,0.25162991147131714,0.24372534842028903,0.16861708521365334,0.2304860222434888,0.3054977915543766,-0.24581323161706262,0.043518517854402514,-0.2926191405358213,0.27587706604627615,-1.048253518420348,0.166276656054937,-1.240149052829222,0.03213156292750828,-0.1754479484126295,-0.03213156292750828,0.1754479484126295,0.2989111395825578,-0.09987708304343086,0.14007760783288567,-0.0060129958721124276,0.3778417783842938,-0.22760650320830614,-0.3875179848238127,-0.2720915208715783,0.1228672722093192,-0.26372320405255206,-3.3736556434003147,-1.661893999793008,0.7514873741501452,0.8058414366220311,excellent
0.2048975014485558,0.5286420392289649,0.2071117715509819,0.5186482385800256,0.21075202966299966,0.5224286348234144,0.31065707478506116,0.5152105766050822,0.22995727740267044,0.494343200901514,0.3405963483667686,0.45096493055342524,0.0236417538254852,0.43465397843394715,0.2789898534744781,0.16287359844488825,0.11682479920771857,0.18921239979021506,-0.4884955223483013,-0.05447112292847719,0.4884955223483013,0.05447112292847719,0.5765627767599919,-0.8994251854044442,-0.008453633192756386,-0.9239028834507366,0.6372058213581852,-0.6955125672488383,-0.11534145084990141,-0.7088262137497398,0.3185929250569479,-0.5480891328131576,-1.2571533412163705,-0.6333594236313476,-2.412960536266181,-2.4137256726051644,excellent
0.16800124717939208,0.465298589395969,0.16517292507598436,0.46466011895487813,0.17721166966221838,0.4670841746956408,0.2737184880333869,0.5056361000298564,0.19134095132778522,0.49235512888466654,0.26049274110301845,0.5324740054713178,0.07837907650331266,0.5363067246970181,0.20756092999292702,0.3073135446838675,0.1632673159658237,0.3819311741067125,-0.32776557751705826,-0.3352168390972981,0.32776557751705826,0.3352168390972981,0.49539658817971427,-0.5449648460194132,-0.03206285107163097,-0.5084539217610469,0.4617793128207753,-0.5621540235579014,-0.21174454708916823,-0.5226466922612815,0.18452414322839447,-0.48603079627391177,-0.7275886888909681,-0.08278393811947862,-0.28610428603328747,-0.20726310360027758,good
0.10260764603220918,0.4112358181839098,0.10053516452362468,0.40816959490749394,0.10131479793930327,0.41448602018920366,0.18675039654456074,0.45089373569830127,0.10567375938704422,0.46179139045803475,0.15757767074757126,0.47567913057382427,0.01805640046718166,0.45213850870301514,0.10624405888167399,0.4825439720715696,0.06052342018875607,0.5436557576393662,-0.2711321920693566,-0.49236961393040013,0.2711321920693566,0.49236961393040013,0.17963089258767317,-0.5241555885460104,0.21435939612236962,-0.5205643673114683,0.3010190715570056,-0.4663856288192752,0.02133090550535479,-0.4071603340061913,-0.09306873175171716,-0.4316226853476378,0.2265706485583753,0.5999492616174138,0.7097554755576088,0.41538668314989907,poor
-1.3421284024810836,-0.43850521980669344,-1.370507752479414,-0.4773215946082297,-1.352735913514989,-0.45671975471844634,-1.4853560410915936,-0.4182450592481501,-1.4620848603700285,-0.3295781488737447,-1.6769105006583414,-0.2385870836454195,-1.4354361136124585,-0.16462059479913127,-1.538639822314165,-0.32549882031658456,-1.45731010708446,-0.0915238032973071,1.713512979703516,-0.020529155003081462,-1.713512979703516,0.020529155003081462,-1.1483340136210112,0.17594554763703965,-1.4642065708521792,-0.0035438306678285555,-1.374827108344004,0.35400575504930265,-1.449116434774241,0.37047386024504936,-1.7492586324920947,0.5052015106282588,0.19276583105980652,0.07727818266537177,-0.5442923666639174,-0.640495847630651,good
0.2514905413714715,0.2006034092461531,0.25423479461072424,0.23524948740328216,0.25306661271470987,0.22576370813503752,0.25091549061243656,0.2159982395780939,0.1780660283543476,0.23946488578949127,0.23668892477795136,0.22750403670330419,0.15516111443632,0.31800133844260203,0.29140323505282567,0.48779705210261304,0.09690762617458056,0.6019425468645627,-0.2577760465560766,-0.10660156841569444,0.2577760465560766,0.10660156841569444,0.061580487112252245,-0.013516860174286733,0.395407373578254,-0.002890976356847809,-0.20663289162505044,-0.1482747937364933,0.9503157426545386,-0.16034054912067366,0.1326557079116439,-0.231837069197977,1.1274431110895626,0.8171382464576497,0.70978484771265,0.6419796739212327,poor
1.8344924254304107,0.10415576215583468,1.874059130043831,0.08017544643710484,1.846448729967082,0.05585716356620265,1.8111024839109455,0.10072136412755435,2.048895484853396,-0.09403399872025904,1.6501847072089426,-0.043015183254673565,2.1025558984585673,-0.05395340352876825,1.6117346439565041,-0.20128677943399859,1.968635946405378,-0.1339929320178475,-0.2401819300052315,3.037469425554788,0.2401819300052315,-3.037469425554788,1.4517855195441356,-0.9604361984367444,1.998973348472528,-1.1822274052891342,1.668674777940252,-0.5100677067651107,2.9783572472820503,-0.42511258444206657,2.727740837237935,0.03153601139974597,0.5985917589651365,0.15535259694447034,-2.502504072728204,-2.113121837312377,excellent
0.22186358800433342,0.3330205391925879,0.1958595530482299,0.3712065386481051,0.21283648781972553,0.3722771182538018,0.2707066431291362,0.3254196892434359,0.19191022523359533,0.3386151563181383,0.26924190000059284,0.11321073717883123,0.10081138051496054,0.21216744291885073,0.18152885037020616,-0.2634215393653195,0.1806361369622459,-0.21048849655090407,-0.2190938524989651,-0.42000515705166963,0.2190938524989651,0.42000515705166963,0.2680694343509789,-0.24062163127714867,0.18838707521227185,-0.14891698087667488,0.2644675521215988,-0.40479563010205954,0.01665566496474592,-0.38794652365222887,0.1721677602708345,-0.35953559934959545,-1.2467364050808045,-2.12549214610124,0.7176556096762047,0.6145250428498066,good
0.2267429397832829,0.260798546156418,0.21034539094198046,0.28426363648101893,0.1937982742191439,0.27576616605278576,0.19590200536002855,0.3124017131566966,0.1167918724119183,0.32564805864802066,0.2079128510563939,0.3564451299329088,0.07890985388549249,0.3546760931695023,0.15562704623500181,0.3360574757378604,0.18168831996759513,0.4367141290426551,-0.34709955622746475,-0.7557941257220244,0.34709955622746475,0.7557941257220244,0.23561778448290252,-0.08298814659979874,0.3054677441614097,0.01847750268370836,0.36108193114842596,-0.27885886377558733,0.15336367969661938,-0.22195255052077117,-0.014157034397603926,-0.2898175174082839,0.18913842021068764,0.41844008990213805,0.7825163815152617,0.807899499597627,poor
-0.6204254698243997,0.14767565736768987,-0.6607931451197596,0.21063208952922988,-0.6019290067685514,0.0010046573091574398,-0.9717317883972377,-0.10944406989511901,-0.8124254877751085,0.03337490586258742,-0.931298099607404,-0.1047190469399715,-0.8028859392966182,-0.05017741948607068,-0.8469819037934362,-0.297803889799046,-0.8206533481227476,-0.17072629939088912,0.476109285310362,-0.023228723398188055,-0.476109285310362,0.023228723398188055,-0.5854402547254767,0.25503453442233126,-0.6471912085183525,0.1752600978426677,-1.1863916406507886,0.35031550993677335,-1.0915961863364114,0.20928824817164943,-1.5422856044441873,-0.11666415116967194,-0.019272799935026407,0.140743096355153,0.12540750823169458,0.041241930143871605,good
